finding_id,issue_title,unit,program,year,cause_category,cause_detail,issue_detail,recommendation,outcomes_impact,sim_score,score
FLX-A730FE3247F9,ข้อตรวจพบที่ 2: ระบบควบคุมน้ำหนักยานพาหนะไม่สามารถตรวจสอบรถบรรทุกน้ำหนักเกินได้อย่างมีประสิทธิภาพ,กรมทางหลวง,ร่างรายงานการตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานการพัฒนาจุดจอดพักรถและสถานีตรวจสอบน้ำหนัก ของกรมทางหลวง กระทรวงคมนาคม,2568,บุคลากร/สมรรถนะ,สาเหตุ: 1. การบำรุงรักษาระบบควบคุมน้ำหนักยานพาหนะยังไม่ครอบคลุมทุกระบบ โดยเฉพาะสถานีตรวจสอบน้ำหนักย่อยสำหรับ Spot Check 2. เจ้าหน้าที่ไม่ได้ดำเนินการเชิงรุกในการสำรวจตรวจสอบสภาพแวดล้อมและความชำรุดของระบบที่ติดตั้งนอกสถานี 3. สคน. ขาดการประเมินผลประสิทธิภาพการอ่านป้ายทะเบียน และไม่ให้ความสำคัญกับการกำกับและรายงานผลการบำรุงรักษาของผู้รับจ้าง,"รายละเอียด: 1. อุปกรณ์ชำรุด/ไม่พร้อมใช้งาน: ระบบควบคุมน้ำหนักยานพาหนะ 10 แห่ง จาก 53 แห่ง มีอุปกรณ์ชำรุดหรือไม่พร้อมใช้งานซึ่งส่งผลต่อประสิทธิภาพการตรวจสอบ (เช่น ป้าย VMS ไม่แสดงผล, พื้นถนนชำรุด) และอีก 1 แห่ง ชำรุดจนไม่สามารถใช้งานได้ 2 ระบบอ่านป้ายทะเบียนไม่ถูกต้อง: ระบบควบคุมการอ่านป้ายทะเบียนของระบบควบคุมน้ำหนักทั้ง 3 ระบบ (WIM, ImPS, VWS) ส่วนใหญ่ไม่สามารถอ่านป้ายทะเบียนรถบรรทุกได้ถูกต้องตามเกณฑ์ที่กำหนด (ความถูกต้องไม่น้อยกว่า 80%)",ข้อเสนอแนะ: 1. ให้ สคน. วางแผนบำรุงรักษาระบบตรวจสอบน้ำหนักให้ครอบคลุมทุกระบบ 2. ให้ สคน. มอบหมายให้เจ้าหน้าที่ดำเนินการเชิงรุกในการสำรวจตรวจสอบสภาพแวดล้อมและความพร้อมของระบบที่ติดตั้งภายนอก 3. ให้ สคน. ประเมินผลประสิทธิภาพการทำงานของระบบควบคุมการอ่านป้ายทะเบียน และกำกับติดตามผู้รับจ้างให้ตรวจสอบและรายงานผลอย่างครอบคลุม,ผลกระทบ: 1. คนขับรถบรรทุกไม่สามารถทราบได้ว่าต้องนำรถเข้าตรวจสอบน้ำหนักหรือไม่ และเจ้าหน้าที่ขาดเครื่องมือในการปฏิบัติหน้าที่อย่างมีประสิทธิภาพ 2. การที่ระบบอ่านป้ายทะเบียนไม่ถูกต้อง ทำให้การควบคุมน้ำหนักรถบรรทุกเป็นไปอย่างไม่มีประสิทธิภาพ เนื่องจากไม่มีข้อมูลในการติดตามรถที่ต้องสงสัย,,
FLX-B3227FA5D59B,ข้อตรวจพบที่ 3: การตรวจสอบรถบรรทุกน้ำหนักเกินไม่เป็นไปตามแนวทางที่กำหนด,กรมทางหลวง,ร่างรายงานการตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานการพัฒนาจุดจอดพักรถและสถานีตรวจสอบน้ำหนัก ของกรมทางหลวง กระทรวงคมนาคม,2568,บุคลากร/สมรรถนะ,"สาเหตุ: 1. แนวทางปฏิบัติงานไม่ครอบคลุม: สคน. ยังไม่ได้กำหนดแนวทางปฏิบัติที่ชัดเจนในหลายกรณี เช่น กรณีรถบรรทุกน้ำหนักเกินแต่ไม่จับกุม, เกณฑ์ในการเรียกรถที่มีแนวโน้มน้ำหนักเกินกลับมาชั่ง, และขั้นตอนการปฏิบัติงานที่ Spot Check 2. ระบบไม่เชื่อมโยง: ระบบควบคุมน้ำหนักแต่ละระบบ (WIM, ImPS, VWS) ยังไม่สามารถเชื่อมโยงข้อมูลและทำงานร่วมกันได้อย่างมีประสิทธิภาพ (มีค่าความคลาดเคลื่อนต่างกัน) 3. การบริหารอัตรากำลัง: อัตรากำลังเจ้าหน้าที่ประจำสถานีตรวจสอบน้ำหนักยังไม่สอดคล้องกับปริมาณรถบรรทุกที่เข้าชั่งในแต่ละสถานี",รายละเอียด: 1. การตรวจสอบที่สถานี (Static): สถานีตรวจสอบน้ำหนักทั้ง 19 แห่ง มีการจับกุมรถบรรทุกน้ำหนักเกินน้อยกว่าจำนวนรถที่มีน้ำหนักเกินในระบบอย่างมีนัยสำคัญ และที่สถานีฯ ย่อยสำหรับ Spot Check ไม่พบการจับกุมเลย 2. การตรวจสอบรถที่มีแนวโน้มน้ำหนักเกิน: เจ้าหน้าที่ไม่ได้ดำเนินการเรียกรถที่ระบบ ImPS และ VWS แจ้งเตือนว่ามีแนวโน้มน้ำหนักเกินกลับมาชั่งที่สถานีตรวจสอบน้ำหนักตามแนวทาง,ข้อเสนอแนะ: 1. ให้ สคน. กำหนดแนวทางการปฏิบัติงานควบคุมน้ำหนักยานพาหนะให้ครอบคลุมและชัดเจนในทุกกรณี 2. ให้ สคน. พัฒนาระบบควบคุมน้ำหนักยานพาหนะให้สามารถเชื่อมโยงข้อมูลและทำงานร่วมกันได้อย่างมีประสิทธิภาพ 3. ให้ สคน. พิจารณาทบทวนการบริหารอัตรากำลังในการปฏิบัติหน้าที่ให้สอดคล้องกับปริมาณงานของแต่ละสถานี 4. ให้ สคน. พิจารณาทบทวนตัวชี้วัดและค่าเป้าหมายให้สอดคล้องกับการดำเนินงานและภารกิจปัจจุบัน,"ผลกระทบ: ถนนและสะพานเกิดความเสียหาย มีอายุการใช้งานลดลง และรัฐบาลต้องใช้งบประมาณเพิ่มขึ้นในการซ่อมแซมบำรุงรักษา การที่ สคน. ไม่เข้มงวดในการตรวจสอบทำให้เกิดความไม่คุ้มค่าในการใช้งบประมาณพัฒนาระบบควบคุมน้ำหนักยานพาหนะ (ปี 2564-2567 จำนวน 5,014.89 ล้านบาท)",,
FLX-0B239EDA60DB,ข้อตรวจพบที่ 1: ศูนย์ควบคุมจราจรและความปลอดภัยทางทะเล ทั้ง 3 ศูนย์ (Bangkok VTS/ SrirachaVTS/ Phuket VTS) มีการใช้งานระบบตรวจการณ์ชายฝั่ง เพื่อควบคุม ความปลอดภัยและการจราจรทางทะเลไม่เป็นไปตามที่โครงการกำหนด,กรมเจ้าท่า,ร่างรายงานการตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานการควบคุมความปลอดภัยและการจราจรทางทะเล กรมเจ้าท่า กระทรวงคมนาคม,2568,กฎระเบียบ/กฎหมาย,สาเหตุ: 1. บริการไม่ครบ: ภารกิจของศูนย์ Bangkok VTS และ Phuket VTS ยังไม่ครอบคลุมการจัดบริการจราจรทางน้ำ และการบริหารจัดการศูนย์ขาดความยั่งยืน (ไม่มีกรอบอัตรากำลังชัดเจน) 2 พื้นที่ไม่สอดคล้อง: การจัดทำรายละเอียดข้อกฎหมายเพื่อการกำกับดูแลพื้นที่อ่าวไทยตอนบนยังไม่ถูกต้อง 3 ไม่ครอบคลุมเรือโดยสาร: การศึกษาวิเคราะห์ความเป็นไปได้ของโครงการไม่ครอบคลุมถึงการออกหลักเกณฑ์ให้เรือขนาดเล็กติดตั้งระบบ AIS และกรมเจ้าท่าขาดการกำกับติดตามให้เป็นไปตามเป้าหมาย 4 ไม่ครอบคลุมพื้นที่: กรมเจ้าท่าไม่มีการติดตามประเมินผลโครงการอย่างสม่ำเสมอ และขาดการสำรวจพื้นที่อับสัญญาณอย่างต่อเนื่อง,"รายละเอียด: 1. บริการไม่ครบทุกกิจกรรม: Bangkok VTS และ Phuket VTS ยังไม่สามารถจัดบริการจราจรทางน้ำได้ครบทั้ง 3 กิจกรรม (INS, TOS, NAS) ตามมาตรฐานสากล 2 พื้นที่กำกับดูแลไม่สอดคล้อง: Sriracha VTS กำหนดพื้นที่กำกับดูแลไม่สอดคล้องกับพื้นที่ทางทะเลตามกฎหมาย 3 ไม่ครอบคลุมเรือโดยสาร/ท่องเที่ยว: ทั้ง 3 ศูนย์ยังไม่สามารถนำระบบ VTS มาใช้ควบคุมเรือโดยสาร/ท่องเที่ยวขนาดต่ำกว่า 60 ตันกรอส หรือบรรทุกคนโดยสารตั้งแต่ 12 คนขึ้นไป ได้อย่างครอบคลุมตามขอบเขตโครงการ 4 ไม่ครอบคลุมทุกพื้นที่: ระบบตรวจการณ์ชายฝั่งยังไม่ครอบคลุมทุกพื้นที่ที่โครงการกำหนดเนื่องจากอุปกรณ์ไม่สามารถรับสัญญาณได้ทั่วถึง",ข้อเสนอแนะ: 1. ปรับปรุงรายละเอียดวิธีการปฏิบัติงาน (SOP) และพิจารณาปรับโครงสร้างการบริหารงานเพื่อให้ Bangkok VTS และ Phuket VTS สามารถให้บริการได้เต็มรูปแบบ 2. เร่งปรับปรุงรายละเอียดค่าเส้นตำบลในประกาศกรมเจ้าท่าให้ถูกต้องตามกฎหมาย 3. กำหนดมาตรการหรือแนวปฏิบัติให้เรือโดยสารตั้งแต่ 12 คนขึ้นไปเข้าสู่ระบบการรายงานการเข้า-ออกของเรือ 4. กำหนดคู่มือแนวทางวิธีการปฏิบัติงาน (SOP) สำหรับการกำกับดูแลเรือโดยสาร/ท่องเที่ยวขนาดเล็ก 5. สั่งการให้มีแผนงานการตรวจประเมินผลโครงการอย่างสม่ำเสมอ และสำรวจพื้นที่อับสัญญาณอย่างต่อเนื่อง 6. สั่งการให้มีแผนการบริหารจัดการอุปกรณ์รับส่งสัญญาณ Network ของระบบ VTS ให้ใช้งานได้อย่างต่อเนื่อง,ผลกระทบ: 1. การใช้จ่ายงบประมาณโครงการ VTS ระยะที่ 3 ไม่เกิดความคุ้มค่าและผลสัมฤทธิ์ 2. เรือโดยสารและเรือท่องเที่ยวบางส่วนที่ไม่ได้อยู่ในการควบคุมมีความเสี่ยงด้านความปลอดภัย ซึ่งส่งผลกระทบต่อภาพลักษณ์การท่องเที่ยวทางน้ำของประเทศ 3. พื้นที่ที่ไม่ครอบคลุมมีความเสี่ยงต่อการเกิดอุบัติเหตุทางทะเล,,
FLX-893C43B59834,ข้อตรวจพบที่ 2: อุปกรณ์สนับสนุนการทำงานของระบบตรวจการณ์ชายฝั่งอ่าวไทยตอนบน ตอนล่าง และ อันดามัน (VTS ระยะที่ 1-3) บางส่วนชำรุด และไม่มีความพร้อมต่อการใช้งานเพื่อควบคุม ความปลอดภัยและการจราจรทางทะเล,กรมเจ้าท่า,ร่างรายงานการตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานการควบคุมความปลอดภัยและการจราจรทางทะเล กรมเจ้าท่า กระทรวงคมนาคม,2568,บุคลากร/สมรรถนะ,"สาเหตุ: ขาดการบริหารจัดการการซ่อมบำรุงรักษาอุปกรณ์ของระบบ VTS โดยศูนย์ฯ ไม่มีการตรวจสอบสถานะการทำงานของอุปกรณ์อย่างเป็นประจำ, กรมเจ้าท่าไม่มีการมอบหมายผู้รับผิดชอบดูแลบำรุงรักษาอย่างเป็นลายลักษณ์อักษร, และไม่มีการจัดทำแผนในการดูแลซ่อมบำรุงรักษา นอกจากนี้ เจ้าหน้าที่ของกรมเจ้าท่ายังขาดความรู้ความชำนาญในการซ่อมแซมอุปกรณ์สำคัญที่ต้องอาศัยความรู้เชิงเทคนิคเฉพาะทาง","รายละเอียด: ในจำนวนสถานีลูกข่ายทั้งหมด 33 สถานี มี 13 สถานีที่มีอุปกรณ์ชำรุดและไม่สามารถใช้งานได้ เมื่อจำแนกเป็นรายอุปกรณ์พบว่า RADAR ชำรุด 13 จาก 23 สถานี, AIS ชำรุด 2 จาก 31 สถานี, RDF ชำรุด 1 จาก 7 สถานี, CCTV ชำรุด 4 จาก 17 สถานี และ VHF ชำรุด 4 จาก 30 สถานี",ข้อเสนอแนะ: 1. สั่งการให้จัดทำแผนการดูแลบำรุงรักษาวัสดุอุปกรณ์และดำเนินการตามแผนโดยเคร่งครัด พร้อมทั้งมอบหมายผู้รับผิดชอบอย่างเป็นลายลักษณ์อักษร 2. สั่งการให้จัดทำแผนการซ่อมแซมแก้ไขอุปกรณ์ที่ชำรุดให้สามารถใช้งานได้ และทบทวนโครงสร้างเจ้าหน้าที่ให้มีผู้มีความรู้ความชำนาญเพียงพอต่อการซ่อมบำรุง,ผลกระทบ: กรมเจ้าท่าไม่สามารถกำกับดูแล ควบคุม ตรวจตราความปลอดภัยในการเดินเรือได้อย่างเต็มประสิทธิภาพ ทำให้มีความเสี่ยงต่อการเกิดอุบัติเหตุทางทะเล และลดประสิทธิภาพในการค้นหาและช่วยเหลือเรือประสบภัย,,
FLX-97216F4493F6,ข้อตรวจพบที่ 1 การขอเบิกค่าใช้จ่ายเพื่อบริการสาธารณสุขของหน่วยบริการไม่ถูกต้อง ส่งผลให้มีการเบิกจ่ายเงินโดยไม่ถูกต้อง,สำนักงานหลักประกันสุขภาพแห่งชาติ,การตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานระบบหลักประกันสุขภาพ กองทุนหลักประกันสุขภาพแห่งชาติ,2564,ข้อมูล/บันทึก/เอกสาร,ร่วม) 1. ความผิดพลาดของผู้ปฏิบัติงานบันทึกเวชระเบียน เช่น ไม่ชำนาญในการให้รหัสโรค หรือสับสนในการบันทึกข้อมูลเพื่อเบิกค่าบริการหลายสิทธิ. 2. เงื่อนไขการตรวจสอบเอกสารหลักฐานการเบิกจ่ายผ่านระบบ e-Claim ยังไม่เพียงพอ.,สปสช. สุ่มตรวจสอบเวชระเบียนที่หน่วยบริการบันทึกข้อมูลไม่ถูกต้องถึงร้อยละ 47.23 และพบธุรกรรมที่ไม่ผ่านเงื่อนไขการตรวจสอบก่อนเบิกจ่ายจำนวนมาก.,ร่วม) 1. เสริมสร้างความรู้ความเข้าใจให้แก่บุคลากรที่เกี่ยวข้องกับการบันทึกเวชระเบียน. 2. ปรับปรุงหลักเกณฑ์หรือเงื่อนไขของการตรวจสอบก่อนการเบิกจ่าย (Pre-audit) ให้ครอบคลุมมากขึ้น.,ร่วม) 1. สปสช. อาจต้องจ่ายค่าบริการเกินจริง. 2. หน่วยบริการอาจถูกเรียกเงินคืนหรือเบิกจ่ายชดเชยเงินเพิ่ม ทำให้เสียประโยชน์และส่ง ต่อสภาพคล่องทางการเงิน.,,
FLX-A64685A302CB,ข้อตรวจพบที่ 2 หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติบางแห่งมีคุณภาพและมาตรฐานการให้บริการสาธารณสุขไม่เป็นไปตามเกณฑ์ที่กำหนด,สำนักงานหลักประกันสุขภาพแห่งชาติ,การตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานระบบหลักประกันสุขภาพ กองทุนหลักประกันสุขภาพแห่งชาติ,2564,บุคลากร/สมรรถนะ,ร่วม) 1. หน่วยบริการไม่สามารถพัฒนาปรับปรุงหรือแก้ไขข้อเกณฑ์ที่เกี่ยวกับสถานที่ อุปกรณ์ และบุคลากรได้. 2. สปสช. ไม่มีการติดตามผลการปรับปรุงแก้ไขของหน่วยบริการที่ไม่ผ่านเกณฑ์และผ่านเกณฑ์แบบมีเงื่อนไข.,มีหน่วยบริการบางแห่งไม่ผ่านเกณฑ์การตรวจประเมินเพื่อขึ้นทะเบียน และบางแห่งผ่านเกณฑ์แบบมีเงื่อนไข โดยส่วนใหญ่เป็นหน่วยบริการของรัฐในกระทรวงสาธารณสุข. ประชาชนในพื้นที่ไม่ได้รับการบริการด้านสาธารณสุขอย่างเต็มที่และทั่วถึงทุกด้าน นำไปสู่ความไม่เท่าเทียมในการเข้าถึงและส่งผลต่อคุณภาพบริการสาธารณสุข.,ร่วม) 1. จัดทำรายงานสรุปปัญหาของหน่วยบริการที่ไม่ผ่านเกณฑ์และเสนอคณะกรรมการฯ เพื่อวางแผนสนับสนุนทรัพยากร. 2. กำหนดแนวทาง วิธีการ และกรอบระยะเวลาในการติดตามผลการดำเนินการปรับปรุงแก้ไขของหน่วยบริการ.,,,
FLX-8F4EDBB15F62,ข้อตรวจพบที่ 3 การดำเนินงานกองทุนหลักประกันสุขภาพในระดับท้องถิ่นหรือพื้นที่ไม่เป็นไปตามเป้าหมาย,สำนักงานหลักประกันสุขภาพแห่งชาติ,การตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานระบบหลักประกันสุขภาพ กองทุนหลักประกันสุขภาพแห่งชาติ,2564,กฎระเบียบ/กฎหมาย,ร่วม) 1. บุคลากรของ อปท. ขาดความรู้ด้านสาธารณสุขและระเบียบการเบิกจ่ายเงินกองทุนท้องถิ่น. 2. หน่วยบริการขาดบุคลากรที่ทำหน้าที่เป็นผู้ช่วยเหลือดูแลผู้สูงอายุที่มีภาวะพึ่งพิง (Caregiver) ที่มีจำนวนไม่เพียงพอ.,1. กองทุนท้องถิ่นมีเงินคงเหลือจำนวนมากและบางแห่งไม่มีการเบิกจ่ายเงินเพื่อดำเนินโครงการ. 2. การบริการสาธารณสุขสำหรับผู้สูงอายุที่มีภาวะพึ่งพิงไม่เป็นไปตามเป้าหมายการดูแลรายบุคคล.,ร่วม) 1. เสริมสร้างความรู้ความเข้าใจเกี่ยวกับระเบียบการเบิกจ่ายเงินกองทุนท้องถิ่นแก่บุคลากรของ อปท. 2. กำหนดแนวทางความร่วมมือกับกระทรวงสาธารณสุขและกรมส่งเสริมการปกครองท้องถิ่นเพื่อแก้ไขปัญหาการขาดแคลน Caregiver.,ร่วม) 1. ประชาชนในพื้นที่อาจไม่ได้รับบริการในการดูแลสุขภาพอย่างทั่วถึง. 2. เงินกองทุนที่คงเหลือไม่ได้ถูกนำไปใช้ประโยชน์อย่างคุ้มค่า. 3. ผู้สูงอายุที่มีภาวะพึ่งพิงไม่ได้รับการบริการหรือการดูแลตามสิทธิประโยชน์ที่พึงจะได้รับ ทำให้เกิดความเหลื่อมล้ำในการให้บริการ.,,
FLX-F5C81BCF20EA,ข้อตรวจพบ 1 ระบบเบิกจ่ายตรงค่ารักษาพยาบาลของข้าราชการ ยังไม่ครอบคลุมสถานพยาบาลของรัฐทั้งประเทศ,สำนักงานหลักประกันสุขภาพแห่งชาติ,การตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานระบบหลักประกันสุขภาพ กองทุนหลักประกันสุขภาพแห่งชาติ,2564,กฎระเบียบ/กฎหมาย,ร่วม) 1. การเข้าร่วมระบบเบิกจ่ายตรงเป็นไปตามความสมัครใจ ไม่มีสภาพบังคับทางกฎหมาย. 2. กรมบัญชีกลางยังไม่มีการดำเนินการจัดส่งหรือแจ้งผลการตรวจสอบ Pre Audit และ Post Audit ให้ส่วนราชการเจ้าสังกัดของสถานพยาบาลทราบ. 3. บุคลากรที่รับผิดชอบด้านการเบิกจ่ายเงินของสถานพยาบาลยังขาดความรู้ความเข้าใจในการจัดทำข้อมูล.,มีสถานพยาบาลของรัฐที่เข้าร่วมระบบเบิกจ่ายตรงเพียงร้อยละ 8.53 ของสถานพยาบาลของรัฐทั้งหมด.,ร่วม) 1. จัดให้มีการสำรวจข้อมูลหรือประเมินผลสถานพยาบาลเพื่อทราบปัญหาและวางแผนเพื่อจูงใจให้สถานพยาบาลเข้าสู่ระบบเบิกจ่ายตรงเพิ่มขึ้น. 2. จัดให้มีการส่งผลการตรวจสอบ Pre Audit และ Post Audit ให้หน่วยงานเจ้าสังกัดของสถานพยาบาลทราบ. 3. จัดให้มีกระบวนการเสริมสร้างความรู้ความเข้าใจเกี่ยวกับการปฏิบัติงาน.,ร่วม) 1. มีความเสี่ยงที่การเบิกจ่ายจะไม่ถูกต้องและเกิดการรั่วไหลของงบประมาณ. 2. ผู้มีสิทธิที่รับบริการต้องทดรองจ่ายค่ารักษาพยาบาลไปก่อน ทำให้ไม่ได้รับความสะดวก. 3. อาจเกิดความเหลื่อมล้ำในการเบิกจ่ายเงินระหว่างสถานพยาบาล. 4. สถานพยาบาลอาจไม่ต้องการเข้าร่วมระบบเบิกจ่ายตรง. 5. สถานพยาบาลที่ไม่ได้รับการตรวจสอบขาดโอกาสได้รับการแนะนำเกี่ยวกับแนวทางปฏิบัติที่ถูกต้อง.,,
FLX-586967465833,ข้อตรวจพบ 2 สถานพยาบาลจัดทำหลักฐานเพื่อส่งเบิกในระบบเบิกจ่ายตรงไม่ถูกต้อง ไม่ครบถ้วน,สำนักงานหลักประกันสุขภาพแห่งชาติ,การตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานระบบหลักประกันสุขภาพ กองทุนหลักประกันสุขภาพแห่งชาติ,2564,กฎระเบียบ/กฎหมาย,ร่วม) 1. การเข้าร่วมระบบเบิกจ่ายตรงเป็นไปตามความสมัครใจ ไม่มีสภาพบังคับทางกฎหมาย. 2. กรมบัญชีกลางยังไม่มีการดำเนินการจัดส่งหรือแจ้งผลการตรวจสอบ Pre Audit และ Post Audit ให้ส่วนราชการเจ้าสังกัดของสถานพยาบาลทราบ. 3. บุคลากรที่รับผิดชอบด้านการเบิกจ่ายเงินของสถานพยาบาลยังขาดความรู้ความเข้าใจในการจัดทำข้อมูล.,ผลการตรวจสอบก่อนการเบิกจ่าย (Pre Audit) พบข้อมูลการเรียกเก็บไม่ถูกต้อง. ผลการตรวจสอบหลังการเบิกจ่าย (Post Audit) พบการเบิกจ่ายไม่ถูกต้องตามหลักเกณฑ์ และกรมบัญชีกลางต้องเรียกเงินคืนจากสถานพยาบาลจำนวน 414.32 ล้านบาท.,ร่วม) 1. จัดให้มีการสำรวจข้อมูลหรือประเมินผลสถานพยาบาลเพื่อทราบปัญหาและวางแผนเพื่อจูงใจให้สถานพยาบาลเข้าสู่ระบบเบิกจ่ายตรงเพิ่มขึ้น. 2. จัดให้มีการส่งผลการตรวจสอบ Pre Audit และ Post Audit ให้หน่วยงานเจ้าสังกัดของสถานพยาบาลทราบ. 3. จัดให้มีกระบวนการเสริมสร้างความรู้ความเข้าใจเกี่ยวกับการปฏิบัติงาน.,ร่วม) 1. มีความเสี่ยงที่การเบิกจ่ายจะไม่ถูกต้องและเกิดการรั่วไหลของงบประมาณ. 2. ผู้มีสิทธิที่รับบริการต้องทดรองจ่ายค่ารักษาพยาบาลไปก่อน ทำให้ไม่ได้รับความสะดวก. 3. อาจเกิดความเหลื่อมล้ำในการเบิกจ่ายเงินระหว่างสถานพยาบาล. 4. สถานพยาบาลอาจไม่ต้องการเข้าร่วมระบบเบิกจ่ายตรง. 5. สถานพยาบาลที่ไม่ได้รับการตรวจสอบขาดโอกาสได้รับการแนะนำเกี่ยวกับแนวทางปฏิบัติที่ถูกต้อง.,,
FLX-C27FB464B663,ข้อตรวจพบที่ 1 การแจ้งขึ้นทะเบียนนายจ้าง การแจ้งขึ้นทะเบียนและแจ้งสิ้นสุดความเป็นผู้ประกันตน และการชำระเงินสมทบกองทุน ของสถานประกอบการ ไม่เป็นไปตามหลักเกณฑ์ที่กฎหมายกำหนด,สำนักงานประกันสังคม,การตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานระบบหลักประกันสุขภาพ กองทุนประกันสังคมและกองทุนเงินทดแทน สำนักงานประกันสังคม,2564,กฎระเบียบ/กฎหมาย,ร่วม) 1. สปส. ขาดฐานข้อมูลและระบบสารสนเทศสำหรับการปฏิบัติงานที่เหมาะสม. 2. แนวทางในการปฏิบัติงานไม่มีการเชื่อมโยงข้อมูลภายในส่วนงานอย่างเป็นระบบ. 3. ขาดความเข้มงวดในการบังคับใช้กฎหมายกับสถานประกอบการ.,1. การแจ้งขึ้นทะเบียนนายจ้างและผู้ประกันตนของสถานประกอบการไม่ครบถ้วนและล่าช้า. 2. มีหนี้เงินสมทบค้างชำระจำนวนมากในทั้ง 2 กองทุน.,ร่วม) 1. เร่งรัดการดำเนินงานพัฒนาหรือปรับปรุงระบบเทคโนโลยีสารสนเทศ. 2. จัดทำแผนการเชื่อมโยงข้อมูลเพื่อสนับสนุนการปฏิบัติงาน. 3. จัดให้มีการติดตามประเมินผลการปฏิบัติงานของหน่วยปฏิบัติ. 4. ปรับปรุงกลไกและรูปแบบวิธีการในการบังคับใช้กฎหมาย.,ร่วม) 1. ผู้ประกันตน/ลูกจ้างไม่ได้รับสิทธิประโยชน์หรือได้รับล่าช้า. 2. การบริหารจัดการการใช้จ่ายเงินกองทุนเป็นไปอย่างไม่ถูกต้อง. 3. การดำเนินงานกองทุนฯ อาจส่ง ต่อเสถียรภาพทางการเงินในระยะยาว.,,
FLX-7C915A756803,ข้อตรวจพบที่ 2 ระบบการควบคุมและการติดตามตรวจสอบการขอรับประโยชน์ทดแทนอื่น และเงินทดแทน และการเบิกจ่ายค่าบริการทางการแพทย์ของกองทุนประกันสังคมและกองทุนเงินทดแทน มีจุดอ่อนหรือความเสี่ยงที่ยังไม่สามารถดำเนินการได้อย่างถูกต้องและเหมาะสม,สำนักงานประกันสังคม,การตรวจสอบผลสัมฤทธิ์และประสิทธิภาพการดำเนินงานระบบหลักประกันสุขภาพ กองทุนประกันสังคมและกองทุนเงินทดแทน สำนักงานประกันสังคม,2564,ข้อมูล/บันทึก/เอกสาร,ร่วม) 1. ระบบเทคโนโลยีสารสนเทศและฐานข้อมูลยังไม่สามารถสนับสนุนการปฏิบัติงานได้อย่างเหมาะสม. 2. ระบบการจัดการข้อมูลเพื่อการเบิกจ่ายค่าบริการทางการแพทย์มีรูปแบบและวิธีการปฏิบัติงานที่แตกต่างกัน. 3. ปัญหาการสื่อสาร ประชาสัมพันธ์กับสถานพยาบาลคู่สัญญาไม่เป็นระบบและชัดเจน. 4. สปส. ยังไม่ได้นำข้อมูลความเสี่ยงที่พบจากผลการตรวจสอบมาใช้ในการวางแผนปรับปรุงพัฒนาระบบ.,1. การวินิจฉัยสั่งจ่ายประโยชน์ทดแทนและเงินทดแทนของหน่วยปฏิบัติไม่ถูกต้อง. 2. การตรวจสอบก่อนการเบิกจ่าย (Pre – audit) พบข้อมูลธุรกรรมที่ไม่ผ่านการอนุมัติเบิกจ่ายจำนวนมาก. 3. การตรวจสอบเวชระเบียนหลังการเบิกจ่าย (Post – audit) พบการบันทึกข้อมูลไม่ถูกต้อง.,ร่วม) 1. ปรับปรุงและพัฒนาระบบสารสนเทศที่ใช้ในการปฏิบัติงานให้เหมาะสมและเพียงพอ. 2. ปรับปรุงโครงสร้างงานและบุคลากรของ สปส.. 3. ปรับปรุงแนวทางในการปฏิบัติงานที่เกี่ยวข้องกับการเบิกจ่ายค่าบริการทางการแพทย์. 4. ปรับปรุงหลักเกณฑ์หรือเงื่อนไขการตรวจสอบค่าบริการทางการแพทย์ก่อนการเบิกจ่าย. 5. จัดทำแผนการพัฒนาปรับปรุงระบบการเบิกจ่ายค่าบริการทางการแพทย์. 6. กำหนดแนวทางการปฏิบัติงานแก่สถานพยาบาลคู่สัญญาและหน่วยงานที่เกี่ยวข้อง.,ร่วม) 1. สปส. มีการจ่ายประโยชน์ทดแทนและเงินทดแทนไม่ถูกต้อง. 2. สูญเสียเงินกองทุนในกรณีที่ต้องจ่ายค่าบริการทางการแพทย์ให้แก่สถานพยาบาลเกินกว่าที่กำหนด. 3. บุคลากรของ สปส. ไม่ได้รับการพัฒนาให้การปฏิบัติงานมีประสิทธิภาพ. 4. สถานพยาบาลคู่สัญญาอาจขาดสภาพคล่องทางการเงิน. 5. ผู้ประกันตนได้รับประโยชน์ทดแทนและการบริการทางการแพทย์ที่ไม่ถูกต้อง.,,
